"ID"	"Description"	"Gene"	"GeneID"
"dr:D11042"	"Tezacaftor and ivacaftor;"	"CFTR"	"1080"
"dr:D11043"	"Ertugliflozin pidolate;"	"SLC5A2"	"6524"
"dr:D11044"	"Enasidenib mesylate (USAN);"	"IDH2"	"3418"
"dr:D11045"	"Darolutamide (JAN/USAN/INN);"	"AR"	"367"
"dr:D11046"	"Delgocitinib (JAN/USAN);"	"JAK1/JAK2/JAK3/TYK2"	"3716/3717/3718/7297"
"dr:D11047"	"Domagrozumab (USAN/INN);"	"MSTN"	"2660"
"dr:D11048"	"Upadacitinib hydrate (JAN);"	"JAK1"	"3716"
"dr:D11049"	"Epacadostat (JAN/USAN/INN)"	"IDO1"	"3620"
"dr:D11050"	"Isatuximab (USAN/INN);"	"CD38"	"952"
"dr:D11051"	"Vericiguat (JAN/USAN/INN);"	"GUCY1A2/GUCY1A1/GUCY1B1"	"2977/2982/2983"
"dr:D11052"	"Risankizumab (USAN/INN);"	"IL23A"	"51561"
"dr:D11053"	"Encorafenib (JAN/USAN/INN);"	"BRAF"	"673"
"dr:D11054"	"Ravulizumab (USAN);"	"C5"	"727"
"dr:D11055"	"Fremanezumab (USAN/INN);"	"CALCA"	"796"
"dr:D11056"	"Mirtazapine hydrate (JAN)"	"HTR2A/HTR2B/HTR2C/HTR3A/HTR3B/HTR3C/HTR3D/HTR3E/ADRA2A/ADRA2B/ADRA2C"	"3356/3357/3358/3359/9177/170572/200909/285242/150/151/152"
"dr:D11061"	"Osilodrostat (USAN/INN)"	"CYP11B2"	"1585"
"dr:D11062"	"Osilodrostat phosphate (JAN/USAN);"	"CYP11B2"	"1585"
"dr:D11063"	"Evocalcet (JAN/INN);"	"CASR"	"846"
"dr:D11065"	"Fosnetupitant (USAN/INN)"	"TACR1"	"6869"
"dr:D11070"	"Tirabrutinib hydrochloride (JAN);"	"BTK"	"695"
"dr:D11072"	"Siponimod fumarate (USAN);"	"S1PR1/S1PR5"	"1901/53637"
"dr:D11073"	"Tepotinib hydrochloride (USAN);"	"MET"	"4233"
"dr:D11074"	"Ipatasertib hydrochloride (JAN)"	"AKT1/AKT2/AKT3"	"207/208/10000"
"dr:D11077"	"Pegvaliase (INN);"	"PAH"	"5053"
"dr:D11078"	"Vadadustat (JAN/USAN/INN);"	"EGLN1/EGLN2/EGLN3"	"54583/112398/112399"
"dr:D11079"	"Satralizumab (USAN/INN);"	"IL6R"	"3570"
"dr:D11080"	"Nemolizumab (INN);"	"IL31RA"	"133396"
"dr:D11081"	"Febuxostat hydrate (JAN);"	"XDH"	"7498"
"dr:D11082"	"Anifrolumab (USAN);"	"IFNAR1/IFNAR2"	"3454/3455"
"dr:D11083"	"Brolucizumab (USAN/INN);"	"VEGFA"	"7422"
"dr:D11090"	"Ivosidenib (JAN/USAN/INN);"	"IDH1"	"3417"
"dr:D11092"	"Pitavastatin magnesium;"	"HMGCR"	"3156"
"dr:D11093"	"Avacopan (JAN/USAN/INN);"	"C5AR1"	"728"
"dr:D11094"	"Lanadelumab (USAN);"	"KLKB1"	"3818"
"dr:D11095"	"Atorvastatin calcium propylene glycol solvate"	"HMGCR"	"3156"
"dr:D11098"	"Telenzepine hydrochloride hydrate (JAN)"	"CHRM1"	"1128"
"dr:D11102"	"Tamolarizine hydrochloride (JAN)"	"CACNA1C/CACNA1D/CACNA1F/CACNA1S"	"775/776/778/779"
"dr:D11105"	"Osaterone acetate (JAN)"	"AR"	"367"
"dr:D11106"	"Filgotinib maleate (JAN/USAN);"	"JAK1/JAK2/JAK3/TYK2"	"3716/3717/3718/7297"
"dr:D11107"	"Glasdegib maleate (JAN);"	"SMO"	"6608"
"dr:D11108"	"Cemiplimab (USAN);"	"PDCD1"	"5133"
"dr:D11110"	"Cergutuzumab (USAN)"	"CEACAM5/CEACAM3/CEACAM7/CEACAM8/CEACAM4/CEACAM6/CEACAM1/CEACAM21"	"1048/1084/1087/1088/1089/4680/634/90273"
"dr:D11111"	"Difelikefalin (USAN/INN)"	"OPRK1"	"4986"
"dr:D11113"	"Levothyroxine sodium (INN);"	"THRA/THRB"	"7067/7068"
"dr:D11114"	"Esomeprazole magnesium dihydrate"	"ATP4A/ATP4B"	"495/496"
"dr:D11115"	"Olmutinib hydrochloride (USAN)"	"EGFR"	"1956"
"dr:D11116"	"Patisiran (USAN/INN)"	"TTR"	"7276"
"dr:D11117"	"Rovalpituzumab (USAN)"	"DLL3"	"10683"
"dr:D11118"	"Cofetuzumab pelidotin (USAN)"	"PTK7"	"5754"
"dr:D11119"	"Cofetuzumab (USAN/INN)"	"PTK7"	"5754"
"dr:D11120"	"Emapalumab (USAN/INN);"	"IFNG"	"3458"
"dr:D11121"	"Gimsilumab (USAN/INN)"	"CSF2"	"1437"
"dr:D11122"	"Letolizumab (USAN/INN)"	"CD40LG"	"959"
"dr:D11123"	"Mirikizumab (USAN/INN);"	"IL23A"	"51561"
"dr:D11125"	"Modotuximab (USAN/INN)"	"EGFR"	"1956"
"dr:D11126"	"Navicixizumab (USAN/INN)"	"DLL4/VEGFA"	"54567/7422"
"dr:D11127"	"Tibulizumab (USAN/INN)"	"TNFSF13B/IL17A"	"10673/3605"
"dr:D11128"	"Namodenoson (USAN/INN)"	"ADORA3"	"140"
"dr:D11129"	"Verinurad (USAN/INN)"	"SLC22A12"	"116085"
"dr:D11130"	"Trilaciclib (USAN/INN)"	"CDK4/CDK6"	"1019/1021"
"dr:D11131"	"Apabetalone (USAN/INN)"	"BRD2/BRD3/BRD4/BRDT"	"6046/8019/23476/676"
"dr:D11136"	"Glesatinib (USAN/INN)"	"MET"	"4233"
"dr:D11137"	"Larotrectinib (USAN/INN)"	"NTRK1/NTRK2/NTRK3"	"4914/4915/4916"
"dr:D11138"	"Larotrectinib sulfate (JAN/USAN);"	"NTRK1/NTRK2/NTRK3"	"4914/4915/4916"
"dr:D11139"	"Savolitinib (USAN/INN)"	"MET"	"4233"
"dr:D11140"	"Sitravatinib (USAN/INN)"	"AXL/MET/EPHA1/EPHA2/EPHB1/EPHB2/EPHB4/PDGFRA/PDGFRB/FLT1/KDR/FLT4"	"558/4233/2041/1969/2047/2048/2050/5156/5159/2321/3791/2324"
"dr:D11141"	"Tucatinib (USAN/INN);"	"ERBB2/ERBB3"	"2064/2065"
"dr:D11142"	"Angiotensin II acetate (USAN);"	"AGTR1/AGTR2"	"185/186"
"dr:D11144"	"Axicabtagene ciloleucel (USAN);"	"CD19"	"930"
"dr:D11148"	"Berzosertib (USAN/INN)"	"ATR"	"545"
"dr:D11149"	"Brexanolone (USAN/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879"
"dr:D11150"	"Cenobamate (USAN/INN);"	"GABRA1/GABRA2/GABRA3/GABRA4/GABRA5/GABRA6/GABRB1/GABRB2/GABRB3/GABRD/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRQ/SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"2554/2555/2556/2557/2558/2559/2560/2561/2562/2563/2564/2565/2566/2567/2568/55879/6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D11151"	"Crenigacestat (USAN/INN)"	"NOTCH1/PSEN1/PSENEN/NCSTN/APH1A"	"4851/5663/55851/23385/51107"
"dr:D11155"	"Eleclazine (USAN/INN)"	"SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN8A/SCN9A/SCN10A/SCN11A"	"6323/6326/6328/6329/6331/6334/6335/6336/11280"
"dr:D11156"	"Funapide (USAN/INN)"	"SCN9A"	"6335"
"dr:D11158"	"Leniolisib (USAN/INN)"	"PIK3CA/PIK3CB/PIK3CD"	"5290/5291/5293"
"dr:D11159"	"Leniolisib phosphate (USAN)"	"PIK3CA/PIK3CB/PIK3CD"	"5290/5291/5293"
"dr:D11160"	"Caplacizumab (USAN/INN);"	"VWF"	"7450"
"dr:D11161"	"Atesidorsen (USAN/INN)"	"GHR"	"2690"
"dr:D11162"	"Atesidorsen sodium (USNA)"	"GHR"	"2690"
"dr:D11163"	"Cobomarsen (USAN/INN)"	"MIR155"	"406947"
"dr:D11164"	"Cobomarsen sodium (USAN)"	"MIR155"	"406947"
"dr:D11165"	"Prexigebersen (USAN/INN)"	"GRB2"	"2885"
"dr:D11169"	"Lumateperone (USAN/INN)"	"HTR2A/DRD2"	"3356/1813"
"dr:D11170"	"Lumateperone tosylate (USAN);"	"HTR2A/DRD2"	"3356/1813"
"dr:D11171"	"Mardepodect (USAN/INN)"	"PDE10A"	"10846"
"dr:D11172"	"Midomafetamine (USAN/INN)"	"SLC18A2/SLC6A4/SLC6A3/SLC6A2"	"6571/6532/6531/6530"
"dr:D11179"	"Vixotrigine (USAN/INN);"	"SCN9A"	"6335"
"dr:D11180"	"Vixotrigine hydrochloride (USAN);"	"SCN9A"	"6335"
"dr:D11181"	"Vilaprisan (JAN/USAN/INN)"	"PGR"	"5241"
"dr:D11182"	"Tinostamustine (USAN/INN)"	"HDAC1/HDAC2/HDAC3/HDAC6"	"3065/3066/8841/10013"
"dr:D11183"	"Sapanisertib (USAN/INN)"	"CASTOR1/CASTOR2"	"652968/729438"
"dr:D11184"	"Ralaniten (USAN/INN)"	"AR"	"367"
"dr:D11185"	"Ralaniten acetate (USAN)"	"AR"	"367"
"dr:D11186"	"Olumacostat glasaretil (USAN/INN)"	"ACACA/ACACB"	"31/32"
"dr:D11188"	"Eflapegrastim (USAN/INN);"	"CSF3R"	"1441"
"dr:D11190"	"Vosoritide (USAN/INN);"	"NPR2"	"4882"
"dr:D11191"	"Tigilanol tiglate (USAN/INN)"	"PRKCB/PRKCA/PRKCG"	"5579/5578/5582"
"dr:D11192"	"Veldoreotide (USAN/INN)"	"SSTR1/SSTR2/SSTR3/SSTR4/SSTR5"	"6751/6752/6753/6754/6755"
"dr:D11193"	"Somavaratan (USAN/INN)"	"GHR"	"2690"
"dr:D11194"	"Somapacitan (USAN/INN);"	"GHR"	"2690"
"dr:D11195"	"Rimiducid (USAN/INN)"	"CASP9"	"842"
"dr:D11199"	"Lesinidase alfa (USAN/INN)"	"NAGLU"	"4669"
"dr:D11200"	"Pegilodecakin (USAN/INN)"	"IL10RA/IL10RB"	"3587/3588"
"dr:D11203"	"Mirogabalin (USAN/INN)"	"CACNA2D1/CACNA2D2"	"781/9254"
"dr:D11204"	"Octreotide hydrochloride (USAN)"	"SSTR2"	"6752"
"dr:D11206"	"Prexasertib (USAN/INN)"	"CHEK1"	"1111"
"dr:D11208"	"Elafibranor (USAN)"	"PPARA"	"5465"
"dr:D11209"	"Entospletinib (USAN/INN)"	"SYK"	"6850"
"dr:D11210"	"Flortaucipir F 18 (USAN);"	"MAPT"	"4137"
"dr:D11214"	"Oliceridine (USAN/INN);"	"OPRM1/ARRB1/ARRB2"	"4988/408/409"
"dr:D11215"	"Ponesimod (USAN/INN);"	"S1PR1"	"1901"
"dr:D11219"	"Idasanutlin (USAN/INN)"	"MDM2"	"4193"
"dr:D11220"	"Relenopride (USAN/INN)"	"HTR4"	"3360"
"dr:D11221"	"Relenopride hydrochloride (USAN)"	"HTR4"	"3360"
"dr:D11222"	"Selinexor (USAN/INN);"	"XPO1"	"7514"
"dr:D11223"	"Verdinexor (USAN/INN)"	"XPO1"	"7514"
"dr:D11224"	"Sembragiline (USAN/INN)"	"MAOB"	"4129"
"dr:D11225"	"Trifarotene (USAN/INN);"	"RARG"	"5916"
"dr:D11229"	"Brontictuzumab (USAN/INN)"	"NOTCH1"	"4851"
"dr:D11230"	"Crotedumab (USAN/INN)"	"GCGR"	"2642"
"dr:D11231"	"Denintuzumab (USAN/INN)"	"CD19"	"930"
"dr:D11232"	"Denintuzumab mafodotin (USAN/INN)"	"CD19/TUBB3/TUBB4A/TUBB4B/TUBB/TUBB8/TUBB2B/TUBB2A/TUBB1/TUBB6"	"930/10381/10382/10383/203068/347688/347733/7280/81027/84617"
"dr:D11233"	"Dolcanatide (USAN/INN)"	"GUCY2C"	"2984"
"dr:D11234"	"Emactuzumab (USAN/INN)"	"CSF1R"	"1436"
"dr:D11235"	"Landogrozumab (USAN/INN)"	"MSTN"	"2660"
"dr:D11236"	"Lenzilumab (USAN/INN)"	"CSF2"	"1437"
"dr:D11237"	"Lifastuzumab (USAN)"	"SLC34A2"	"10568"
"dr:D11238"	"Lifastuzumab vedotin (USAN/INN)"	"SLC34A2/TUBB3/TUBB4A/TUBB4B/TUBB/TUBB8/TUBB2B/TUBB2A/TUBB1/TUBB6"	"10568/10381/10382/10383/203068/347688/347733/7280/81027/84617"
"dr:D11239"	"Lumretuzumab (USAN/INN)"	"ERBB3"	"2065"
"dr:D11240"	"Sofituzumab (USAN)"	"MUC16"	"94025"
"dr:D11241"	"Sofituzumab vedotin (USAN/INN)"	"MUC16"	"94025"
"dr:D11242"	"Trevogrumab (USAN/INN)"	"MSTN"	"2660"
"dr:D11243"	"Ublituximab (USAN/INN)"	"MS4A1"	"931"
"dr:D11244"	"Vanucizumab (USAN/INN)"	"ANGPT2/VEGFA"	"285/7422"
"dr:D11245"	"Balipodect (USAN/INN)"	"PDE10A"	"10846"
"dr:D11251"	"Icotinib"	"EGFR"	"1956"
"dr:D11253"	"Bermekimab (USAN)"	"IL1A"	"3552"
"dr:D11255"	"Navoximod (USAN/INN)"	"IDO1"	"3620"
"dr:D11256"	"Seladelpar (USAN/INN)"	"PPARG"	"5468"
"dr:D11257"	"Seladelpar lysine (USAN);"	"PPARG"	"5468"
"dr:D11260"	"Carotuximab (USAN/INN)"	"ENG"	"2022"
"dr:D11261"	"Marstacimab (USAN);"	"TFPI"	"7035"
"dr:D11262"	"Andecaliximab (USAN/INN)"	"MMP9"	"4318"
"dr:D11264"	"Brilanestrant (USAN/INN)"	"ESR1/ESR2"	"2099/2100"
"dr:D11265"	"Taldefgrobep alfa (USAN);"	"MSTN"	"2660"
"dr:D11267"	"Nemiralisib (USAN/INN)"	"PIK3CD"	"5293"
"dr:D11268"	"Vonlerolizumab (USAN/INN);"	"TNFRSF4"	"7293"
"dr:D11269"	"Seltorexant (USAN/INN)"	"HCRTR2"	"3062"
"dr:D11270"	"Pexidartinib (USAN/INN)"	"CSF1R/KIT/FLT3"	"1436/3815/2322"
"dr:D11271"	"Pexidartinib hydrochloride (JAN/USAN);"	"CSF1R/KIT/FLT3"	"1436/3815/2322"
"dr:D11273"	"Molidustat sodium (JAN/USAN);"	"EGLN1/EGLN2/EGLN3"	"54583/112398/112399"
"dr:D11274"	"Praliciguat (USAN/INN)"	"GUCY1A2/GUCY1A1/GUCY1B1"	"2977/2982/2983"
"dr:D11275"	"Rosiptor (USAN/INN)"	"INPP5D"	"3635"
"dr:D11276"	"Rosiptor acetate (USAN)"	"INPP5D"	"3635"
"dr:D11279"	"Avapritinib (USAN/INN);"	"KIT/PDGFRA"	"3815/5156"
"dr:D11280"	"Bivalirudin trifluoroacetate (USAN);"	"F2"	"2147"
"dr:D11281"	"Reltecimod (USAN/INN)"	"CD28"	"940"
"dr:D11283"	"Cenerimod (USAN/INN)"	"S1PR1"	"1901"
"dr:D11285"	"Ravoxertinib (USAN/INN)"	"MAPK1/MAPK3"	"5594/5595"
"dr:D11286"	"Brivoligide sodium (USAN)"	"EGR1"	"1958"
"dr:D11288"	"Rivoceranib (USAN/INN);"	"KDR"	"3791"
"dr:D11289"	"Rivoceranib mesylate (USAN);"	"KDR"	"3791"
"dr:D11291"	"Asalhydromorphone (USAN)"	"OPRM1"	"4988"
"dr:D11292"	"Asalhydromorphone hydrochloride (USAN)"	"OPRM1"	"4988"
"dr:D11293"	"Gosuranemab (USAN);"	"MAPT"	"4137"
"dr:D11294"	"Vadastuximab (USAN/INN)"	"CD33"	"945"
"dr:D11295"	"Vadastuximab talirine (USAN)"	"CD33"	"945"
"dr:D11296"	"Fedratinib hydrochloride (USAN);"	"JAK2"	"3717"
"dr:D11299"	"Apimostinel (USAN)"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D"	"2902/2903/2904/2905/2906"
"dr:D11301"	"Tavolimab (USAN/INN)"	"TNFRSF4"	"7293"
"dr:D11303"	"Eptinezumab (USAN);"	"CALCA"	"796"
"dr:D11305"	"Lotamilast (USAN/INN)"	"PDE4A/PDE4B/PDE4C/PDE4D"	"5141/5142/5143/5144"
"dr:D11306"	"Flotetuzumab (USAN/INN)"	"IL3RA/CD3D/CD3E/CD3G"	"3563/915/916/917"
"dr:D11307"	"Telisotuzumab (USAN)"	"MET"	"4233"
"dr:D11310"	"Uproleselan sodium (USAN)"	"SELE"	"6401"
"dr:D11312"	"Lenabasum (USAN/INN);"	"CNR2"	"1269"
"dr:D11313"	"Atogepant (USAN);"	"CALCRL"	"10203"
"dr:D11314"	"Difamilast (JAN/USAN);"	"PDE4A/PDE4B/PDE4C/PDE4D"	"5141/5142/5143/5144"
"dr:D11315"	"Solriamfetol (USAN)"	"SLC6A2/SLC6A3"	"6530/6531"
"dr:D11317"	"Rodatristat (USAN)"	"TPH1"	"7166"
"dr:D11318"	"Rodatristat ethyl (USAN)"	"TPH1"	"7166"
"dr:D11319"	"Fimepinostat (USAN/INN)"	"HDAC1/HDAC2/HDAC3/HDAC8/HDAC4/HDAC5/HDAC6/HDAC7/HDAC9/HDAC10/PIK3C3"	"3065/3066/8841/55869/9759/10014/10013/51564/9734/83933/5289"
"dr:D11320"	"Vatinoxan (USAN)"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D11321"	"Vatinoxan hydrochloride (USAN)"	"ADRA2A/ADRA2B/ADRA2C"	"150/151/152"
"dr:D11322"	"Umbralisib (USAN/INN)"	"PIK3CD/CSNK1E"	"5293/1454"
"dr:D11323"	"Umbralisib tosylate (USAN);"	"PIK3CD/CSNK1E"	"5293/1454"
"dr:D11324"	"Camidanlumab (USAN)"	"IL2RA"	"3559"
"dr:D11325"	"Camidanlumab tesirine (USAN)"	"IL2RA"	"3559"
"dr:D11326"	"Molibresib (USAN)"	"BRD4"	"23476"
"dr:D11328"	"Solriamfetol hydrochloride (USAN);"	"SLC6A2/SLC6A3"	"6530/6531"
"dr:D11331"	"Olendalizumab (USAN);"	"C5"	"727"
"dr:D11332"	"Uproleselan (USAN/INN)"	"SELE"	"6401"
"dr:D11333"	"Loncastuximab (USAN)"	"CD19"	"930"
"dr:D11334"	"Afamelanotide acetate (USAN);"	"MC1R"	"4157"
"dr:D11336"	"Relacorilant (USAN)"	"NR3C1"	"2908"
"dr:D11337"	"Glepaglutide (USAN)"	"GLP2R"	"9340"
"dr:D11338"	"Loncastuximab tesirine (USAN);"	"CD19"	"930"
"dr:D11339"	"Valziflocept (USAN)"	"FCGR2B"	"2213"
"dr:D11340"	"Rislenemdaz (USAN)"	"GRIN2B"	"2904"
"dr:D11341"	"Brivoligide (USAN)"	"EGR1"	"1958"
"dr:D11342"	"Dorzagliatin (USAN)"	"GCK"	"2645"
"dr:D11343"	"Otilimab (USAN);"	"CSF2"	"1437"
"dr:D11344"	"Telisotuzumab vedotin (USAN)"	"MET"	"4233"
"dr:D11345"	"Pavinetant (USAN/INN)"	"TACR3"	"6870"
"dr:D11346"	"Ensartinib (USAN)"	"ALK"	"238"
"dr:D11347"	"Molibresib besylate (USAN)"	"BRD4"	"23476"
"dr:D11348"	"Reltecimod sodium (USAN)"	"CD28"	"940"
"dr:D11349"	"Gefapixant (USAN/INN)"	"P2RX3"	"5024"
"dr:D11350"	"Relatlimab (USAN)"	"LAG3"	"3902"
"dr:D11351"	"Opigolix (USAN/INN)"	"GNRHR"	"2798"
"dr:D11352"	"Pemetrexed tromethamine (USAN)"	"TYMS/DHFR/DHFR2/GART"	"7298/1719/200895/2618"
"dr:D11353"	"Ripretinib (USAN);"	"KIT/PDGFRA"	"3815/5156"
"dr:D11354"	"Nemiralisib succinate (USAN)"	"PIK3CD"	"5293"
"dr:D11355"	"Elezanumab (USAN/INN)"	"RGMA"	"56963"
"dr:D11356"	"Ensartinib hydrochloride (USAN)"	"ALK"	"238"
"dr:D11357"	"Bleselumab (USAN/INN)"	"CD40"	"958"
"dr:D11358"	"Tagraxofusp (USAN/INN);"	"IL3RA"	"3563"
"dr:D11359"	"Dasiglucagon (USAN);"	"GCGR"	"2642"
"dr:D11360"	"Tirzepatide (JAN/USAN);"	"GIPR/GLP1R"	"2696/2740"
"dr:D11361"	"Adavosertib (USAN)"	"WEE1"	"7465"
"dr:D11363"	"Reldesemtiv (USAN)"	"TNNC2/TNNI2/TNNT3"	"7125/7136/7140"
"dr:D11365"	"Tapinarof (JAN/USAN);"	"AHR"	"196"
"dr:D11366"	"Dostarlimab (USAN);"	"PDCD1"	"5133"
"dr:D11368"	"Mavelertinib (USAN/INN)"	"EGFR"	"1956"
"dr:D11369"	"Rosmantuzumab (USAN)"	"RSPO3"	"84870"
"dr:D11370"	"Fosnetupitant chloride hydrochloride (JAN/USAN);"	"TACR1"	"6869"
"dr:D11371"	"Capivasertib (JAN/USAN)"	"AKT1/AKT2/AKT3"	"207/208/10000"
"dr:D11372"	"Duvortuxizumab (USAN)"	"CD19/CD3E"	"930/916"
"dr:D11375"	"Trastuzumab duocarmazine (USAN/INN)"	"ERBB2"	"2064"
"dr:D11376"	"Petesicatib (USAN)"	"CTSS"	"1520"
"dr:D11377"	"Cobolimab (USAN)"	"HAVCR2"	"84868"
"dr:D11378"	"Edicotinib (USAN)"	"CSF1R"	"1436"
"dr:D11379"	"Edicotinib hydrochloride (USAN)"	"CSF1R"	"1436"
"dr:D11383"	"Blarcamesine (USAN)"	"CHRM1/CHRM2/CHRM3/CHRM4/CHRM5/SIGMAR1"	"1128/1129/1131/1132/1133/10280"
"dr:D11384"	"Hydromethylthionine mesylate (USAN)"	"MAPT"	"4137"
"dr:D11385"	"Inarigivir soproxil (USAN)"	"PLAAT4/NOD2"	"5920/64127"
"dr:D11386"	"Tisagenlecleucel-T (USAN);"	"CD19"	"930"
"dr:D11398"	"Frovocimab (USAN)"	"PCSK9"	"255738"
"dr:D11399"	"Leronlimab (USAN/INN)"	"CCR5"	"1234"
"dr:D11400"	"Abrocitinib (JAN/USAN);"	"JAK1"	"3716"
"dr:D11402"	"Olacaftor (USAN)"	"CFTR"	"1080"
"dr:D11403"	"Asciminib (USAN/INN)"	"ABL1"	"25"
"dr:D11404"	"Asciminib hydrochloride (JAN/USAN);"	"ABL1"	"25"
"dr:D11405"	"Prabotulinumtoxin A (USAN);"	"SNAP25"	"6616"
"dr:D11406"	"Risdiplam (JAN/USAN/INN);"	"SMN2"	"6607"
"dr:D11408"	"Mitapivat sulfate (USAN);"	"PKLR"	"5313"
"dr:D11409"	"Miransertib (USAN/INN)"	"AKT1/AKT2/AKT3"	"207/208/10000"
"dr:D11410"	"Lifirafenib (USAN/INN)"	"BRAF/EGFR"	"673/1956"
"dr:D11411"	"Lifirafenib maleate (USAN)"	"BRAF/EGFR"	"673/1956"
"dr:D11412"	"Linrodostat (USAN)"	"IDO1"	"3620"
"dr:D11413"	"Linrodostat mesylate (USAN)"	"IDO1"	"3620"
"dr:D11414"	"Troriluzole (USAN)"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D/GRIA1/GRIA2/GRIA3/GRIA4/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5"	"2902/2903/2904/2905/2906/2890/2891/2892/2893/2897/2898/2899/2900/2901"
"dr:D11415"	"Troriluzole hydrochloride (USAN)"	"GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN2D/GRIA1/GRIA2/GRIA3/GRIA4/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5"	"2902/2903/2904/2905/2906/2890/2891/2892/2893/2897/2898/2899/2900/2901"
"dr:D11417"	"Pemigatinib (JAN/USAN/INN);"	"FGFR2/FGFR1/FGFR3"	"2263/2260/2261"
"dr:D11418"	"Avexitide (USAN)"	"GLP1R"	"2740"
"dr:D11419"	"Avexitide acetate (USAN)"	"GLP1R"	"2740"
"dr:D11420"	"Prasinezumab (USAN/INN)"	"SNCA"	"6622"
"dr:D11422"	"Zanubrutinib (JAN/USAN/INN);"	"BTK"	"695"
"dr:D11423"	"Deutivacaftor (USAN/INN)"	"CFTR"	"1080"
"dr:D11424"	"Oxycodegol (USAN);"	"OPRM1"	"4988"
"dr:D11425"	"Oxycodegol phosphate (USAN)"	"OPRM1"	"4988"
"dr:D11426"	"Pamiparib (USAN/INN)"	"PARP1/PARP2/PARP3"	"142/10038/10039"
"dr:D11427"	"Hydromethylthionine (USAN)"	"MAPT"	"4137"
"dr:D11428"	"Vecabrutinib (USAN/INN)"	"BTK"	"695"
"dr:D11429"	"Olorinab (USAN)"	"CNR2"	"1269"
"dr:D11430"	"Nazartinib (USAN/INN)"	"EGFR"	"1956"
"dr:D11431"	"Tavapadon (USAN)"	"DRD1/DRD5"	"1812/1816"
"dr:D11433"	"Vopratelimab (USAN/INN)"	"ICOS"	"29851"
"dr:D11434"	"Nazartinib mesylate (USAN);"	"EGFR"	"1956"
"dr:D11435"	"Nimacimab (USAN)"	"CNR1"	"1268"
"dr:D11437"	"Parsaclisib (USAN/INN)"	"PIK3CD"	"5293"
"dr:D11438"	"Bemcentinib (USAN/INN)"	"AXL"	"558"
"dr:D11439"	"Lucerastat (JAN/USAN/INN)"	"UGCG"	"7357"
"dr:D11440"	"Bimiralisib (USAN/INN)"	"PIK3CA/PIK3CB/PIK3CD/MTOR"	"5290/5291/5293/2475"
"dr:D11441"	"Aprocitentan (USAN/INN)"	"EDNRA/EDNRB"	"1909/1910"
"dr:D11442"	"Nanatinostat (USAN)"	"HDAC1/HDAC2/HDAC3/HDAC8"	"3065/3066/8841/55869"
"dr:D11444"	"Tazemetostat (USAN/INN)"	"EZH2"	"2146"
"dr:D11445"	"Vofatamab (USAN)"	"FGFR3"	"2261"
"dr:D11446"	"Esuberaprost potassium (USAN)"	"PTGIR"	"5739"
"dr:D11449"	"Etokimab (USAN)"	"IL33"	"90865"
"dr:D11451"	"Clascoterone (USAN);"	"AR"	"367"
"dr:D11452"	"Tomivosertib (USAN/INN)"	"MKNK1/MKNK2"	"8569/2872"
"dr:D11453"	"Nirogacestat hydrobromide (USAN)"	"PSEN1/PSENEN/NCSTN/APH1A"	"5663/55851/23385/51107"
"dr:D11454"	"Repotrectinib (USAN)"	"ROS1/NTRK1/NTRK3/ALK"	"6098/4914/4916/238"
"dr:D11455"	"Lerociclib (USAN)"	"CDK4/CDK6"	"1019/1021"
"dr:D11456"	"Atabecestat (USAN/INN)"	"BACE1"	"23621"
"dr:D11457"	"Fenebrutinib (USAN/INN)"	"BTK"	"695"
"dr:D11458"	"Onvansertib (USAN)"	"PLK1"	"5347"
"dr:D11459"	"Onvansertib fumarate (USAN)"	"PLK1"	"5347"
"dr:D11460"	"Siponimod (USAN/INN)"	"S1PR1/S1PR5"	"1901/53637"
"dr:D11461"	"Derazantinib hydrochloride (USAN);"	"FGFR1/FGFR2/FGFR3/FGFR4"	"2260/2263/2261/2264"
"dr:D11463"	"Mosunetuzumab (USAN/INN);"	"CD3E/MS4A1"	"916/931"
"dr:D11464"	"Miridesap (USAN/INN)"	"APCS"	"325"
"dr:D11467"	"Cinpanemab (USAN)"	"SNCA"	"6622"
"dr:D11469"	"Pepinemab (USAN)"	"SEMA4D"	"10507"
"dr:D11471"	"Dezamizumab (USAN/INN)"	"APCS"	"325"
"dr:D11473"	"Nomacopan (USAN)"	"C5"	"727"
"dr:D11474"	"Onvatilimab (USAN/INN)"	"VSIR"	"64115"
